Straftat;Gemeindeschluessel;Stadt/Landkreis;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5370;Heinsberg;voll.;92;67;25;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;88;63;25;2;2;0;90;65;25
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5370;Heinsberg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5370;Heinsberg;insg.;92;67;25;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;88;63;25;2;2;0;90;65;25
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5370;Heinsberg;voll.;34;25;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;25;9;0;0;0;34;25;9
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5370;Heinsberg;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5370;Heinsberg;insg.;34;25;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;25;9;0;0;0;34;25;9
Gewaltkriminalität;5370;Heinsberg;voll.;578;381;197;4;1;3;22;13;9;26;14;12;84;48;36;69;41;28;360;254;106;39;24;15;399;278;121
Gewaltkriminalität;5370;Heinsberg;vers.;135;90;45;1;1;0;3;2;1;4;3;1;12;6;6;12;10;2;84;55;29;23;16;7;107;71;36
Gewaltkriminalität;5370;Heinsberg;insg.;713;471;242;5;2;3;25;15;10;30;17;13;96;54;42;81;51;30;444;309;135;62;40;22;506;349;157
Mord Totschlag und Tötung auf Verlangen;5370;Heinsberg;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mord Totschlag und Tötung auf Verlangen;5370;Heinsberg;vers.;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;3;0
Mord Totschlag und Tötung auf Verlangen;5370;Heinsberg;insg.;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;3;0
Straftaten insgesamt;5374;Oberbergischer Kreis;voll.;3179;1761;1418;27;15;12;218;113;105;245;128;117;284;163;121;241;148;93;2152;1179;973;257;143;114;2409;1322;1087
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5374;Oberbergischer Kreis;vers.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;0;0;0;2;0;2
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5374;Oberbergischer Kreis;insg.;81;60;21;0;0;0;11;8;3;11;8;3;13;12;1;12;9;3;39;29;10;6;2;4;45;31;14
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5374;Oberbergischer Kreis;voll.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;1
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte ;5374;Oberbergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;5374;Oberbergischer Kreis;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5374;Oberbergischer Kreis;voll.;25;19;6;0;0;0;3;3;0;3;3;0;7;6;1;5;4;1;7;6;1;3;0;3;10;6;4
Raubüberfälle in Wohnungen;5374;Oberbergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB ;5374;Oberbergischer Kreis;insg.;549;399;150;3;2;1;16;9;7;19;11;8;62;46;16;68;59;9;366;263;103;34;20;14;400;283;117
Vorsätzliche einfache Körperverletzung § 223 StGB;5374;Oberbergischer Kreis;voll.;1267;690;577;7;4;3;71;46;25;78;50;28;109;74;35;98;59;39;881;450;431;101;57;44;982;507;475
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5374;Oberbergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5374;Oberbergischer Kreis;insg.;185;114;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;113;71;1;1;0;185;114;71
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5374;Oberbergischer Kreis;voll.;88;59;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;54;29;5;5;0;88;59;29
Gewaltkriminalität;5374;Oberbergischer Kreis;vers.;151;89;62;4;1;3;10;5;5;14;6;8;10;6;4;19;14;5;93;53;40;15;10;5;108;63;45
Mord Totschlag und Tötung auf Verlangen;5374;Oberbergischer Kreis;insg.;9;0;9;2;0;2;1;0;1;3;0;3;2;0;2;0;0;0;1;0;1;3;0;3;4;0;4
Handtaschenraub;5374;Oberbergischer Kreis;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;5374;Oberbergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;5374;Oberbergischer Kreis;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5374;Oberbergischer Kreis;voll.;25;19;6;0;0;0;3;3;0;3;3;0;7;6;1;5;4;1;7;6;1;3;0;3;10;6;4
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5374;Oberbergischer Kreis;vers.;8;7;1;0;0;0;2;2;0;2;2;0;1;1;0;3;3;0;2;1;1;0;0;0;2;1;1
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5374;Oberbergischer Kreis;insg.;33;26;7;0;0;0;5;5;0;5;5;0;8;7;1;8;7;1;9;7;2;3;0;3;12;7;5
Raubüberfälle in Wohnungen;5374;Oberbergischer Kreis;voll.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1
Raubüberfälle in Wohnungen;5374;Oberbergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raubüberfälle in Wohnungen;5374;Oberbergischer Kreis;insg.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5374;Oberbergischer Kreis;voll.;421;320;101;1;1;0;11;7;4;12;8;4;54;41;13;55;49;6;281;212;69;19;10;9;300;222;78
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5374;Oberbergischer Kreis;vers.;128;79;49;2;1;1;5;2;3;7;3;4;8;5;3;13;10;3;85;51;34;15;10;5;100;61;39
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5374;Oberbergischer Kreis;insg.;549;399;150;3;2;1;16;9;7;19;11;8;62;46;16;68;59;9;366;263;103;34;20;14;400;283;117
Vorsätzliche einfache Körperverletzung § 223 StGB;5374;Oberbergischer Kreis;voll.;1267;690;577;7;4;3;71;46;25;78;50;28;109;74;35;98;59;39;881;450;431;101;57;44;982;507;475
Vorsätzliche einfache Körperverletzung § 223 StGB;5374;Oberbergischer Kreis;vers.;146;81;65;0;0;0;10;4;6;10;4;6;10;7;3;11;8;3;97;54;43;18;8;10;115;62;53
Vorsätzliche einfache Körperverletzung § 223 StGB;5374;Oberbergischer Kreis;insg.;1413;771;642;7;4;3;81;50;31;88;54;34;119;81;38;109;67;42;978;504;474;119;65;54;1097;569;528
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5374;Oberbergischer Kreis;voll.;273;173;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;167;100;6;6;0;273;173;100
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5374;Oberbergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5374;Oberbergischer Kreis;insg.;273;173;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;167;100;6;6;0;273;173;100
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5374;Oberbergischer Kreis;voll.;185;114;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;113;71;1;1;0;185;114;71
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5374;Oberbergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5374;Oberbergischer Kreis;insg.;185;114;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;113;71;1;1;0;185;114;71
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5374;Oberbergischer Kreis;voll.;88;59;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;54;29;5;5;0;88;59;29
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5374;Oberbergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5374;Oberbergischer Kreis;insg.;88;59;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;54;29;5;5;0;88;59;29
Gewaltkriminalität;5374;Oberbergischer Kreis;voll.;516;372;144;1;1;0;20;12;8;21;13;8;70;53;17;69;55;14;328;239;89;28;12;16;356;251;105
Gewaltkriminalität;5374;Oberbergischer Kreis;vers.;151;89;62;4;1;3;10;5;5;14;6;8;10;6;4;19;14;5;93;53;40;15;10;5;108;63;45
Gewaltkriminalität;5374;Oberbergischer Kreis;insg.;667;461;206;5;2;3;30;17;13;35;19;16;80;59;21;88;69;19;421;292;129;43;22;21;464;314;150
Mord Totschlag und Tötung auf Verlangen;5374;Oberbergischer Kreis;voll.;4;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;0;3;3;0;3
Mord Totschlag und Tötung auf Verlangen;5374;Oberbergischer Kreis;vers.;5;0;5;2;0;2;1;0;1;3;0;3;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1
Mord Totschlag und Tötung auf Verlangen;5374;Oberbergischer Kreis;insg.;9;0;9;2;0;2;1;0;1;3;0;3;2;0;2;0;0;0;1;0;1;3;0;3;4;0;4
Straftaten insgesamt;5378;Rheinisch-Bergischer Kreis;voll.;3083;1642;1441;26;15;11;216;121;95;242;136;106;297;171;126;197;110;87;204;1053;987;307;172;135;2347;1225;1122
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5378;Rheinisch-Bergischer Kreis;vers.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;4;0;4
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5378;Rheinisch-Bergischer Kreis;insg.;102;80;22;0;0;0;8;8;0;8;8;0;29;25;4;9;7;2;50;37;13;6;3;3;56;40;16
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5378;Rheinisch-Bergischer Kreis;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte ;5378;Rheinisch-Bergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;5378;Rheinisch-Bergischer Kreis;insg.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;3;0;3
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5378;Rheinisch-Bergischer Kreis;voll.;18;16;2;0;0;0;3;3;0;3;3;0;10;8;2;1;1;0;3;3;0;1;1;0;4;4;0
Raubüberfälle in Wohnungen;5378;Rheinisch-Bergischer Kreis;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB ;5378;Rheinisch-Bergischer Kreis;insg.;519;350;169;0;0;0;47;33;14;47;33;14;73;52;21;41;29;12;312;207;105;46;29;17;358;236;122
Vorsätzliche einfache Körperverletzung § 223 StGB;5378;Rheinisch-Bergischer Kreis;voll.;1082;566;516;6;5;1;75;49;26;81;54;27;112;78;34;81;47;34;700;336;364;108;51;57;808;387;421
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5378;Rheinisch-Bergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5378;Rheinisch-Bergischer Kreis;insg.;136;94;42;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;130;89;41;3;3;0;133;92;41
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5378;Rheinisch-Bergischer Kreis;voll.;26;17;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;16;9;1;1;0;26;17;9
Gewaltkriminalität;5378;Rheinisch-Bergischer Kreis;vers.;174;122;52;0;0;0;10;8;2;10;8;2;25;20;5;11;9;2;108;73;35;20;12;8;128;85;43
Mord Totschlag und Tötung auf Verlangen;5378;Rheinisch-Bergischer Kreis;insg.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Handtaschenraub;5378;Rheinisch-Bergischer Kreis;voll.;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2
Handtaschenraub;5378;Rheinisch-Bergischer Kreis;vers.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
Handtaschenraub;5378;Rheinisch-Bergischer Kreis;insg.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;3;0;3
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5378;Rheinisch-Bergischer Kreis;voll.;18;16;2;0;0;0;3;3;0;3;3;0;10;8;2;1;1;0;3;3;0;1;1;0;4;4;0
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5378;Rheinisch-Bergischer Kreis;vers.;9;9;0;0;0;0;2;2;0;2;2;0;0;0;0;1;1;0;6;6;0;0;0;0;6;6;0
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5378;Rheinisch-Bergischer Kreis;insg.;27;25;2;0;0;0;5;5;0;5;5;0;10;8;2;2;2;0;9;9;0;1;1;0;10;10;0
Raubüberfälle in Wohnungen;5378;Rheinisch-Bergischer Kreis;voll.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;1
Raubüberfälle in Wohnungen;5378;Rheinisch-Bergischer Kreis;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1
Raubüberfälle in Wohnungen;5378;Rheinisch-Bergischer Kreis;insg.;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;2;1;4;2;2
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5378;Rheinisch-Bergischer Kreis;voll.;379;250;129;0;0;0;39;27;12;39;27;12;54;37;17;34;23;11;223;145;78;29;18;11;252;163;89
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5378;Rheinisch-Bergischer Kreis;vers.;140;100;40;0;0;0;8;6;2;8;6;2;19;15;4;7;6;1;89;62;27;17;11;6;106;73;33
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB;5378;Rheinisch-Bergischer Kreis;insg.;519;350;169;0;0;0;47;33;14;47;33;14;73;52;21;41;29;12;312;207;105;46;29;17;358;236;122
Vorsätzliche einfache Körperverletzung § 223 StGB;5378;Rheinisch-Bergischer Kreis;voll.;1082;566;516;6;5;1;75;49;26;81;54;27;112;78;34;81;47;34;700;336;364;108;51;57;808;387;421
Vorsätzliche einfache Körperverletzung § 223 StGB;5378;Rheinisch-Bergischer Kreis;vers.;200;111;89;1;0;1;5;4;1;6;4;2;11;7;4;18;17;1;145;74;71;20;9;11;165;83;82
Vorsätzliche einfache Körperverletzung § 223 StGB;5378;Rheinisch-Bergischer Kreis;insg.;1282;677;605;7;5;2;80;53;27;87;58;29;123;85;38;99;64;35;845;410;435;128;60;68;973;470;503
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5378;Rheinisch-Bergischer Kreis;voll.;162;111;51;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;155;105;50;4;4;0;159;109;50
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5378;Rheinisch-Bergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5378;Rheinisch-Bergischer Kreis;insg.;162;111;51;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;155;105;50;4;4;0;159;109;50
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5378;Rheinisch-Bergischer Kreis;voll.;136;94;42;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;130;89;41;3;3;0;133;92;41
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5378;Rheinisch-Bergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5378;Rheinisch-Bergischer Kreis;insg.;136;94;42;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;130;89;41;3;3;0;133;92;41
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5378;Rheinisch-Bergischer Kreis;voll.;26;17;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;16;9;1;1;0;26;17;9
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5378;Rheinisch-Bergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5378;Rheinisch-Bergischer Kreis;insg.;26;17;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;16;9;1;1;0;26;17;9
Gewaltkriminalität;5378;Rheinisch-Bergischer Kreis;voll.;490;310;180;0;0;0;47;33;14;47;33;14;93;58;35;42;27;15;274;172;102;34;20;14;308;192;116
Gewaltkriminalität;5378;Rheinisch-Bergischer Kreis;vers.;174;122;52;0;0;0;10;8;2;10;8;2;25;20;5;11;9;2;108;73;35;20;12;8;128;85;43
Gewaltkriminalität;5378;Rheinisch-Bergischer Kreis;insg.;664;432;232;0;0;0;57;41;16;57;41;16;118;78;40;53;36;17;382;245;137;54;32;22;436;277;159
Mord Totschlag und Tötung auf Verlangen;5378;Rheinisch-Bergischer Kreis;voll.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Mord Totschlag und Tötung auf Verlangen;5378;Rheinisch-Bergischer Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mord Totschlag und Tötung auf Verlangen;5378;Rheinisch-Bergischer Kreis;insg.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Straftaten insgesamt;5382;Rhein-Sieg-Kreis;voll.;6579;367;2909;86;47;39;389;220;169;475;267;208;578;308;270;491;300;191;444;2456;1984;595;339;256;5035;2795;224
Vergewaltigung sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177 178 StGB;5382;Rhein-Sieg-Kreis;vers.;8;0;8;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;5;0;5;0;0;0;5;0;5
Raub räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252 255 316a StGB;5382;Rhein-Sieg-Kreis;insg.;227;180;47;0;0;0;16;12;4;16;12;4;46;40;6;38;35;3;112;88;24;15;5;10;127;93;34
Raub räuberische Erpressung auf/gegen Geldinstitute Postfilialen und -agenturen;5382;Rhein-Sieg-Kreis;voll.;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0
Raub räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte ;5382;Rhein-Sieg-Kreis;vers.;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;4;4;0
Handtaschenraub;5382;Rhein-Sieg-Kreis;insg.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;4;0;4
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5382;Rhein-Sieg-Kreis;voll.;69;62;7;0;0;0;11;10;1;11;10;1;18;16;2;16;15;1;23;21;2;1;0;1;24;21;3
Raubüberfälle in Wohnungen;5382;Rhein-Sieg-Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gefährliche und schwere Körperverletzung Verstümmelung weiblicher Genitalien §§ 224 226 226a 231 StGB ;5382;Rhein-Sieg-Kreis;insg.;1054;720;334;6;3;3;45;29;16;51;32;19;113;74;39;104;73;31;701;487;214;85;54;31;786;541;245
Vorsätzliche einfache Körperverletzung § 223 StGB;5382;Rhein-Sieg-Kreis;voll.;244;1377;1063;30;17;13;149;104;45;179;121;58;230;136;94;206;139;67;1618;859;759;207;122;85;1825;981;844
Widerstand gegen und tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 113-115 StGB;5382;Rhein-Sieg-Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Widerstand gegen Vollstreckungsbeamte und gleichstehende Personen §§ 113 115 StGB;5382;Rhein-Sieg-Kreis;insg.;344;225;119;0;0;0;0;0;0;0;0;0;0;0;0;5;3;2;334;218;116;5;4;1;339;222;117
Tätlicher Angriff auf Vollstreckungsbeamte und gleichstehende Personen §§ 114 115 StGB;5382;Rhein-Sieg-Kreis;voll.;135;95;40;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;131;91;40;2;2;0;133;93;40
Gewaltkriminalität;5382;Rhein-Sieg-Kreis;vers.;284;177;107;1;1;0;9;4;5;10;5;5;23;10;13;20;13;7;194;130;64;37;19;18;231;149;82
Mord Totschlag und Tötung auf Verlangen;5382;Rhein-Sieg-Kreis;insg.;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;7;7;0
Handtaschenraub;5382;Rhein-Sieg-Kreis;voll.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;4;0;4
Handtaschenraub;5382;Rhein-Sieg-Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Handtaschenraub;5382;Rhein-Sieg-Kreis;insg.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;4;0;4
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5382;Rhein-Sieg-Kreis;voll.;69;62;7;0;0;0;11;10;1;11;10;1;18;16;2;16;15;1;23;21;2;1;0;1;24;21;3
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5382;Rhein-Sieg-Kreis;vers.;16;10;6;0;0;0;1;1;0;1;1;0;4;2;2;3;2;1;6;4;2;2;1;1;8;5;3
Sonstige Raubüberfälle auf Straßen Wegen oder Plätzen;5382;Rhein-Sieg-Kreis;insg.;85;72;13;0;0;0;12;11;1;12;11;1;22;18;4;19;17;2;29;25;4;3;1;2;32;26;6
Raubüberfälle in Wohnungen;5382;Rhein-Sieg-Kreis;voll.;7;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;4;0;2;0;2;6;4;2
Raubüberfälle in Wohnungen;5382;Rhein-Sieg-Kreis;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
